NonDetectFlag,Parameter ID,S Adt,S Avg Annual Precip,S EMC Value,Site ID,State ID,T Data Qualifier,T EMC Qual,T Parameter Name,T Pcode
FALSE,138,96000,,102,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,100,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,99,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,93,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,88,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,87,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,76,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,69,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,68,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,67,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,49,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,38,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,22,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,21,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,96000,,16,99,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,254,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,174,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,168,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,154,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,144,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,127,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,122,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,119,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,107,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,92,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,78,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,75,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,71,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,68,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,62,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,58,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,56,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,55,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,53,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,52,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,50,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,49,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,48,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,47,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,45,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,42,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,41,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,40,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,39,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,38,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,36,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,35,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,34,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,33,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,32,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,31,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,30,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,29,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,28,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,27,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,26,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,24,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,21,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,20,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,19,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,17,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,16,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,15,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,14,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,13,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,11,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,8,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,17000,39,2,21,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,586,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,270,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,220,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,121,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,117,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,79,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,78,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,76,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,75,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,69,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,64,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,60,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,58,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,53,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,52,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,44,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,43,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,38,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,36,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,34,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,27,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,24,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,23,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,22,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,19,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,16,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,15400,97,13,19,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,854,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,689,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,682,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,662,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,630,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,613,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,552,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,524,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,498,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,496,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,456,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,428,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,418,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,401,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,365,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,353,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,343,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,335,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,269,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,253,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,231,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,210,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,195,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,187,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,185,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,184,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,177,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,168,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,144,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,134,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,129,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,102,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,97,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,95,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,78,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,84000,35,76,18,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,552,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,543,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,452,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,320,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,312,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,286,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,284,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,268,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,219,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,216,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,215,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,209,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,206,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,205,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,194,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,192,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,171,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,169,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,167,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,161,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,159,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,158,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,152,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,151,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,149,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,141,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,140,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,139,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,137,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,136,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,131,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,130,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,127,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,120,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,115,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,114,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,112,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,104,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,103,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,102,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,101,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,100,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,97,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,96,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,95,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,94,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,93,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,92,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,91,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,89,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,86,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,84,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,82,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,79,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,78,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,77,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,76,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,74,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,73,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,72,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,69,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,68,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,67,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,66,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,65,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,64,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,62,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,59,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,57,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,56,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,48,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,46,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,45,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,43,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,42,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,41,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,40,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,37,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,36,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,35,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,32,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,30,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,29,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,28,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,27,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,21,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,106000,18,14,17,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,1202,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,500,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,348,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,346,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,264,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,237,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,215,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,200,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,190,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,132,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,128,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,100,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,98,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,95,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,93,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,82,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,80,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,76,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,58,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,46,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
FALSE,138,7300,84,23,14,48,,,"Solids, suspended, water, milligrams per liter",p00530
TRUE,138,21400,,10,181,38,,<,"Solids, suspended, water, milligrams per liter",p00530
FALSE,135,14000,,30,103,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,14000,,26,103,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,14000,,24,103,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,14000,,17,103,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,14000,,10,103,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,130000,,96,102,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,130000,,92,102,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,130000,,88,102,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,130000,,70,102,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,130000,,58,102,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,130000,,42,102,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,130000,,38,102,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,130000,,30,102,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,130000,,24,102,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,130000,,14,102,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,42000,,66,101,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,42000,,50,101,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,42000,,46,101,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,42000,,45,101,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,42000,,40,101,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,42000,,29,101,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,42000,,27,101,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,135,42000,,20.7,101,48,,,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
TRUE,135,14000,,10,103,48,,<,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
TRUE,135,130000,,10,102,48,,<,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
TRUE,135,42000,,20,101,48,,<,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
TRUE,135,42000,,10,101,48,,<,"Solids, total dissolved: Residue, water, filtered, dried at 105 degrees Celsius, milligrams per liter",p00515
FALSE,139,17000,39,43,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,39,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,33,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,30,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,29,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,27,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,25,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,23,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,22,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,21,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,20,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,19,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,17,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,16,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,15,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,14,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,13,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,12,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,11,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,10,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,9,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,8,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,7,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,6,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,5,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,4,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,3,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,17000,39,2,21,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,66,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,39,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,23,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,20,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,19,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,17,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,16,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,14,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,13,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,12,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
FALSE,139,15400,97,11,19,48,,,"Solids, volatile suspended, water, milligrams per liter",p00535
