,Location,study_name,parameter,type,season,concentration,nondetect_flag,study_id,access_id,field_collection_end_date,field_collection_start_date,SiteID,COM,RES,constant,depSplusN,impervious,logPopulation,logTraffic,nighttime_lights,pm25,population,roadDensity,traffic
1024,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,1,0.248,FALSE,WAR044002_S8D,200060,NA,3/5/2012,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1025,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,COM,4,130,FALSE,WAR044002_S8D,203269,11/10/2010,11/9/2010,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1026,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,COM,1,6.6,FALSE,WAR044002_S8D,200267,1/13/2011,1/12/2011,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1027,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Zinc - Water - Total,COM,4,42.8,FALSE,WAR044002_S8D,203239,11/10/2010,11/9/2010,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1028,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,COM,1,18.8,FALSE,WAR044002_S8D,200694,2/28/2011,2/27/2011,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1029,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,4,0.1,TRUE,WAR044002_S8D,200021,NA,10/28/2011,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1030,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,COM,2,100,FALSE,WAR044002_S8D,201693,4/25/2012,4/24/2012,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1031,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,COM,4,20000,FALSE,WAR044002_S8D,202891,10/29/2011,10/28/2011,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1032,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Zinc - Water - Total,COM,2,83.8,FALSE,WAR044002_S8D,201375,4/12/2012,4/11/2012,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1033,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,COM,4,1,TRUE,WAR044002_S8D,200040,NA,11/16/2011,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1034,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,1,0.1,TRUE,WAR044002_S8D,200058,NA,3/18/2011,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1035,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,3,0.287,FALSE,WAR044002_S8D,200313,NA,7/25/2011,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1036,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,4,0.1,TRUE,WAR044002_S8D,200292,NA,10/21/2011,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1037,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,COM,4,25.6,FALSE,WAR044002_S8D,200045,NA,11/2/2011,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1038,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,Zinc - Water - Total,COM,2,46.1,FALSE,WAR044002_S8D,201137,4/4/2012,4/3/2012,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1039,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,2,0.1,TRUE,WAR044002_S8D,200309,NA,4/3/2012,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1040,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,HPAH - Water - Total,COM,2,0.1,TRUE,WAR044002_S8D,200225,NA,4/3/2012,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1041,PIECOMM_OUT,Pierce County Phase I Municipal Stormwater Permit,HPAH - Water - Total,COM,1,0.1,TRUE,WAR044002_S8D,200215,NA,3/18/2011,17,1.137771571,-1.194340862,0.365605448,0.801185262,1.041783896,0.383348058,0.143289865,-0.79396989,0.45963145,0.141575173,-0.205236767,0.146188746
1042,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,HDR,2,1200,FALSE,WAR044002_S8D,201770,5/2/2011,5/2/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1043,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,HDR,1,0.9,FALSE,WAR044002_S8D,200584,2/15/2012,2/15/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1044,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,HDR,3,0.5,TRUE,WAR044002_S8D,202049,7/1/2013,7/1/2013,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1045,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,HDR,2,1.35,FALSE,WAR044002_S8D,200121,NA,5/2/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1046,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,HDR,2,10,TRUE,WAR044002_S8D,201975,6/10/2011,6/10/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1047,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,HDR,2,8800,FALSE,WAR044002_S8D,201629,4/21/2011,4/21/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1048,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Lead - Water - Total,HDR,4,0.27,FALSE,WAR044002_S8D,203218,11/10/2010,11/9/2010,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1049,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Zinc - Water - Total,HDR,2,14.2,FALSE,WAR044002_S8D,201430,4/12/2012,4/11/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1050,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,HPAH - Water - Total,HDR,1,0.1,TRUE,WAR044002_S8D,200241,NA,3/18/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1051,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Zinc - Water - Total,HDR,2,14,FALSE,WAR044002_S8D,201717,4/26/2011,4/25/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1052,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Zinc - Water - Total,HDR,2,3.7,FALSE,WAR044002_S8D,201283,4/11/2011,4/10/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1053,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Lead - Water - Total,HDR,2,0.45,FALSE,WAR044002_S8D,201956,5/26/2011,5/25/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1054,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Lead - Water - Total,HDR,2,0.14,FALSE,WAR044002_S8D,201818,5/2/2011,5/2/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1055,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,HDR,4,40,FALSE,WAR044002_S8D,203500,11/29/2011,11/29/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1056,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,CPAH - Water - Total,HDR,1,0.1,TRUE,WAR044002_S8D,200317,NA,3/18/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1057,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,CPAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200321,NA,4/25/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1058,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,CPAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200319,NA,4/11/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1059,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,HDR,4,2400,FALSE,WAR044002_S8D,203171,11/10/2010,11/9/2010,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1060,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,HDR,2,3600,FALSE,WAR044002_S8D,201277,4/11/2011,4/10/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1061,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,HDR,1,20000,FALSE,WAR044002_S8D,200943,3/19/2011,3/18/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1062,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,HDR,2,1,FALSE,WAR044002_S8D,201633,4/21/2011,4/21/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1063,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,HDR,2,20000,FALSE,WAR044002_S8D,201449,4/19/2013,4/18/2013,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1064,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,HDR,2,0.102,FALSE,WAR044002_S8D,200113,NA,4/18/2013,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1065,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,HDR,2,260,FALSE,WAR044002_S8D,201458,4/19/2013,4/18/2013,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1066,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,CPAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200320,NA,4/18/2013,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1067,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,HDR,2,1.96,FALSE,WAR044002_S8D,200111,NA,4/11/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1068,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,HDR,2,1.3,FALSE,WAR044002_S8D,201808,5/2/2011,5/2/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1069,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,HDR,4,27.8,FALSE,WAR044002_S8D,200101,NA,11/9/2010,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1070,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,HPAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200245,NA,4/11/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1071,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,HPAH - Water - Total,HDR,4,0.1,TRUE,WAR044002_S8D,200239,NA,11/9/2010,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1072,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Zinc - Water - Total,HDR,2,5.2,FALSE,WAR044002_S8D,201492,4/19/2013,4/18/2013,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1073,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,HDR,1,2800,FALSE,WAR044002_S8D,200583,2/15/2012,2/15/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1074,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,HDR,2,90,FALSE,WAR044002_S8D,201387,4/12/2012,4/11/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1075,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,HDR,2,2.89,FALSE,WAR044002_S8D,200123,NA,5/25/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1076,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,HDR,2,30,FALSE,WAR044002_S8D,201632,4/21/2011,4/21/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1077,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Lead - Water - Total,HDR,1,0.46,FALSE,WAR044002_S8D,200996,3/19/2011,3/18/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1078,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,HDR,2,0.8,FALSE,WAR044002_S8D,201819,5/10/2012,5/10/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1079,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,HDR,1,1,FALSE,WAR044002_S8D,201053,3/28/2013,3/28/2013,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1080,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,HDR,4,2.6,FALSE,WAR044002_S8D,203220,11/10/2010,11/9/2010,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1081,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,HDR,2,6800,FALSE,WAR044002_S8D,201396,4/12/2012,4/11/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1082,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,HDR,2,2.9,FALSE,WAR044002_S8D,201755,4/26/2011,4/25/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1083,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,HPAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200249,NA,4/25/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1084,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Zinc - Water - Total,HDR,2,9.3,FALSE,WAR044002_S8D,201938,5/26/2011,5/25/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1085,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,HPAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200251,NA,5/2/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1086,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,HDR,1,2,FALSE,WAR044002_S8D,200995,3/19/2011,3/18/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1087,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,HDR,4,50,FALSE,WAR044002_S8D,203206,11/10/2010,11/9/2010,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1088,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Lead - Water - Total,HDR,2,0.36,FALSE,WAR044002_S8D,201428,4/12/2012,4/11/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1089,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,HPAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200247,NA,4/18/2013,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1090,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,CPAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200318,NA,4/10/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1091,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,HDR,1,300,FALSE,WAR044002_S8D,200956,3/19/2011,3/18/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1092,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Lead - Water - Total,HDR,2,0.22,FALSE,WAR044002_S8D,201308,4/11/2011,4/10/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1093,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200116,NA,4/25/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1094,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,HDR,2,70,FALSE,WAR044002_S8D,201498,4/19/2013,4/18/2013,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1095,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,CPAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200322,NA,5/2/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1096,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,HDR,2,2000,FALSE,WAR044002_S8D,201820,5/10/2012,5/10/2012,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1097,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,HDR,2,441,FALSE,WAR044002_S8D,201284,4/11/2011,4/10/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1098,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,HDR,1,0.1,TRUE,WAR044002_S8D,200106,NA,3/18/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1099,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,HPAH - Water - Total,HDR,2,0.1,TRUE,WAR044002_S8D,200253,NA,5/25/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1100,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,HDR,2,4800,FALSE,WAR044002_S8D,201973,6/10/2011,6/10/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1101,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,HDR,2,20,FALSE,WAR044002_S8D,201273,4/11/2011,4/10/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1102,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Copper - Water - Total,HDR,2,0.5,FALSE,WAR044002_S8D,201974,6/10/2011,6/10/2011,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
1103,PIEHIRES_OUT,Pierce County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,HDR,4,657,FALSE,WAR044002_S8D,203211,11/10/2010,11/9/2010,18,-0.397209692,-0.157406646,-1.360525223,-1.15404058,-1.007386582,-0.575159299,-1.050168446,-1.161534225,-1.391498678,-0.545398814,-1.30546521,-0.338122466
